Metabolite	A01	A02	B01	B02	C01	C02	D01	D02	E01	E02	F01	F02	G01	H01	H25361	H25362	H25363	H25364	H25365
trp_L[c]	0	0	0	0.25422175	0	0	0.099817253	0	0	0	0	0	0	0	0	0	0	0	0
trp_L[u]	0	0	0	0.026578242	0	0	0.010435642	0	0	0	0	0	0	0	0	0	0	0	0
tyr_L[c]	0	0	0	0.273277835	0	0	0.107299406	0	0	0	0	0	0	0	0	0	0	0	0
tyr_L[u]	0	0	0	0.064690411	0	0	0.025399947	0	0	0	0	0	0	0	0	0	0	0	0
uGgla[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
uaGgla[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
uaaAgla[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
uaaAgtla[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
uaaGgla[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
uaaGgtla[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
uaagmda[c]	0	0	0	0.044560972	0	0	0.017496354	0	0	0	0	0	0	0	0	0	0	0	0
uaagtmda[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
uaccg[c]	0	0	0	0.044560972	0	0	0.017496354	0	0	0	0	0	0	0	0	0	0	0	0
uacgam[c]	0	0	0	0.121592916	0	0	0.047742063	0	0	0	0	0	0	0	0	0	0	0	0
uacmam[c]	0	0	0	0.002610746	0	0	0.001025079	0	0	0	0	0	0	0	0	0	0	0	0
uagmda[c]	0	0	0	0.044560972	0	0	0.017496354	0	0	0	0	0	0	0	0	0	0	0	0
uama[c]	0	0	0	0.044560972	0	0	0.017496354	0	0	0	0	0	0	0	0	0	0	0	0
uamag[c]	0	0	0	0.044560972	0	0	0.017496354	0	0	0	0	0	0	0	0	0	0	0	0
uamr[c]	0	0	0	0.044560972	0	0	0.017496354	0	0	0	0	0	0	0	0	0	0	0	0
udcpdp[c]	0	0	0	0.307774087	0	0	0.120843963	0	0	0	0	0	0	0	0	0	0	0	0
udcpp[c]	0	0	0	0.047171718	0	0	0.018521434	0	0	0	0	0	0	0	0	0	0	0	0
udp[c]	0	0	0	-0.032316053	0	0	-0.012688527	0	0	0	0	0	0	0	0	0	0	0	0
udpacgal[c]	0	0	0	0.014078898	0	0	0.005527918	0	0	0	0	0	0	0	0	0	0	0	0
udpg[c]	0	0	0	-192.7120088	0	0	-75.6661587	0	0	0	0	0	0	0	0	0	0	0	0
udpgal[c]	0	0	0	1.14E-13	0	0	1.14E-13	0	0	0	0	0	0	0	0	0	0	0	0
ugmd[c]	0	0	0	0.044560972	0	0	0.017496354	0	0	0	0	0	0	0	0	0	0	0	0
ugmda[c]	0	0	0	0.044560972	0	0	0.017496354	0	0	0	0	0	0	0	0	0	0	0	0
ump[c]	0	0	0	0.202747458	0	0	0.079606463	0	0	0	0	0	0	0	0	0	0	0	0
unaga[c]	0	0	0	0.002610746	0	0	0.001025079	0	0	0	0	0	0	0	0	0	0	0	0
ura[c]	0	0	0	0.141496842	0	0	0.055557111	0	0	0	0	0	0	0	0	0	0	0	0
ura[u]	0	0	0	0.141496842	0	0	0.055557111	0	0	0	0	0	0	0	0	0	0	0	0
uri[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
utp[c]	0	0	0	0.207137009	0	0	0.08132997	0	0	0	0	0	0	0	0	0	0	0	0
val_L[c]	0	0	0	0.340100499	0	0	0.133536558	0	0	0	0	0	0	0	0	0	0	0	0
val_L[u]	0	0	0	0.19833574	0	0	0.077874252	0	0	0	0	0	0	0	0	0	0	0	0
xan[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
xan[u]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
xmp[c]	0	0	0	0.106418497	0	0	0.041784001	0	0	0	0	0	0	0	0	0	0	0	0
xtsn[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
xu5p_D[c]	0	0	0	75.38981423	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
xu5p_L[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
zn2[c]	0	0	0	0.23905109	0	0	27.46384054	0	0	0	0	0	0	0	0	0	0	0	0
zn2[u]	0	0	0	0	0	0	27.36997987	0	0	0	0	0	0	0	0	0	0	0	0
10fthf5glu[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10fthf[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10m3hddcaACP[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10m3hundecACP[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10m3oddcaACP[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10m3oundecACP[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
11m3hddcaACP[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
11m3oddcaACP[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12m3hmyrsACP[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12m3htridecACP[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12m3omyrsACP[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12m3otridecACP[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
13dpg[c]	0	0	0	-1.14E-13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
13m3hmyrsACP[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
13m3omyrsACP[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
14m3hpalmACP[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
14m3hpentdecACP[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
14m3opalmACP[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
14m3opentdecACP[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
15m3hpalmACP[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
15m3opalmACP[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1aihpdecg3p[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1aipdecg3p[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1ddecg3p[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1hdec9eg3p[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1hdecg3p[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1ihdecg3p[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1ihpdecg3p[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1ipdecg3p[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1itdecg3p[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1odec11eg3p[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1odecg3p[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1pyr5c[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1tdec7eg3p[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1tdecg3p[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
23camp[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
23ccmp[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
23cgmp[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
23cump[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
23dhdp[c]	0	0	0	1927.461034	0	0	546.5718264	0	0	0	0	0	0	0	0	0	0	0	0
25aics[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
25dhpp[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
25drapp[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
26dap_LL[c]	0	0	0	0.445609716	0	0	0.126361941	0	0	0	0	0	0	0	0	0	0	0	0
26dap_M[c]	0	0	0	0.445609716	0	0	0.126361941	0	0	0	0	0	0	0	0	0	0	0	0
2aobut[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2c25dho[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2ddg6p[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2dmmq8[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2dmmql8[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2dr5p[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2hmc[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2hymeph[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2maacoa[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2mahmp[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2ombz[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2ommb[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2pg[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2pglyc[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
34hpp[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3amp[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3cmp[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3dhgulnp[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3gmp[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3haACP[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3hddecACP[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3hdecACP[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3hhexACP[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3hmrsACP[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3hoctACP[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3hoctaACP[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3hpalmACP[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3odcoa[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3oddcoa[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3oddecACP[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3odecACP[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3ohcoa[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3ohdcoa[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3ohexACP[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3omrsACP[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3oocoa[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3ooctACP[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3ooctdACP[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3opalmACP[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3otdcoa[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3pg[c]	0	0	0	-5.939696688	0	0	-546.5718264	0	0	0	0	0	0	0	0	0	0	0	0
3ump[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4ahmmp[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4ahmmp[u]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4ampm[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4h2oglt[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4hba[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4hthdp[c]	0	0	0	-1927.015424	0	0	-546.4454645	0	0	0	0	0	0	0	0	0	0	0	0
4hthr[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4m3hhexACP[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4m3hpentACP[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4m3ohexACP[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4m3opentACP[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4mpetz[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4pasp[c]	0	0	0	5.33E-14	0	0	2.28E-14	0	0	0	0	0	0	0	0	0	0	0	0
4per[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4ppan[c]	0	0	0	0.075261571	0	0	0.02134199	0	0	0	0	0	0	0	0	0	0	0	0
4ppcys[c]	0	0	0	0.075261571	0	0	0.02134199	0	0	0	0	0	0	0	0	0	0	0	0
4r5au[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5aprbu[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5apru[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5dpmev[c]	0	0	0	4.90170688	0	0	1.389981346	0	0	0	0	0	0	0	0	0	0	0	0
5fthf[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5m3hhexACP[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5m3ohexACP[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5mta[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5mtr[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5odhf2a[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5pmev[c]	0	0	0	4.90170688	0	0	1.389981346	0	0	0	0	0	0	0	0	0	0	0	0
6m3hheptACP[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6m3hocACP[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6m3oheptACP[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6m3oocACP[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6pgc[c]	0	0	0	3.618826402	0	0	270.4044815	0	0	0	0	0	0	0	0	0	0	0	0
6pgg[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6pgl[c]	0	0	0	3.618826402	0	0	270.4044815	0	0	0	0	0	0	0	0	0	0	0	0
7a_czp[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7a_czp[u]	0	0	0	-642.967826	0	0	-543.613224	0	0	0	0	0	0	0	0	0	0	0	0
7m3hocACP[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7m3oocACP[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8m3hdcaACP[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8m3hnonACP[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8m3odcaACP[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8m3ononACP[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9m3hdcaACP[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9m3odcaACP[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACP[c]	0	0	0	2.428141685	0	0	0.688550281	0	0	0	0	0	0	0	0	0	0	0	0
C02528[u]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Largn[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PGP[c]	0	0	0	2.63213115	0	0	0.746395753	0	0	0	0	0	0	0	0	0	0	0	0
PGPm1[c]	0	0	0	2.63213115	0	0	0.746395753	0	0	0	0	0	0	0	0	0	0	0	0
aacoa[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
aact[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
abt[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ac[c]	0	0	0	1683.220776	0	0	-1.294256123	0	0	0	0	0	0	0	0	0	0	0	0
ac[u]	0	0	0	1683.220776	0	0	-1.765420167	0	0	0	0	0	0	0	0	0	0	0	0
acald[c]	0	0	0	-1667.299727	0	0	-263.4429235	0	0	0	0	0	0	0	0	0	0	0	0
acald[u]	0	0	0	260.1613072	0	0	283.1289029	0	0	0	0	0	0	0	0	0	0	0	0
acamoxm[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
acbdma14gapuc[c]	0	0	0	0.02610746	0	0	0.007403315	0	0	0	0	0	0	0	0	0	0	0	0
accoa[c]	0	0	0	-1674.652287	0	0	-265.5278956	0	0	0	0	0	0	0	0	0	0	0	0
acgam1p[c]	0	0	0	1.215929156	0	0	0.344802104	0	0	0	0	0	0	0	0	0	0	0	0
acgam6p[c]	0	0	0	0	0	0	0.344802104	0	0	0	0	0	0	0	0	0	0	0	0
acgam[u]	0	0	0	0	0	0	0.344802104	0	0	0	0	0	0	0	0	0	0	0	0
acglu[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
acmalt[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
acmana[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
acorn[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
acser[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
actACP[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
actp[c]	0	0	0	-1.14E-13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
adcobdam[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
adcobhex[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ade[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
adn[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
adocbi[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
adocbl[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
adp[c]	0	0	0	870.2642306	0	0	1059.900021	0	0	0	0	0	0	0	0	0	0	0	0
adprib[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ahcys[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ai15tca1[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ai15tcaacgam[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ai15tcaala_D[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ai15tcaglc[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ai17tca1[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ai17tcaacgam[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ai17tcaala_D[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ai17tcaglc[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
aicar[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
aihpdcoa[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
aipdcoa[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
air[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
akg[c]	0	0	0	0.445609716	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ala_D[c]	0	0	0	0.868571766	0	0	0.246301662	0	0	0	0	0	0	0	0	0	0	0	0
ala_D[u]	0	0	0	-375.0054814	0	0	-546.2080528	0	0	0	0	0	0	0	0	0	0	0	0
ala_L[c]	0	0	0	380.3480564	0	0	547.7230515	0	0	0	0	0	0	0	0	0	0	0	0
ala_L[u]	0	0	0	377.9550172	0	0	546.5718264	0	0	0	0	0	0	0	0	0	0	0	0
alaala[c]	0	0	0	0.445609716	0	0	0.126361941	0	0	0	0	0	0	0	0	0	0	0	0
alaasp[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
alaasp[u]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
alagln[c]	0	0	0	0	0	0	0.472628857	0	0	0	0	0	0	0	0	0	0	0	0
alagln[u]	0	0	0	0	0	0	0.472628857	0	0	0	0	0	0	0	0	0	0	0	0
alaglu[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
alaglu[u]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
alagly[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
alagly[u]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
alahis[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
alahis[u]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
alaleu[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
alaleu[u]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
alathr[c]	0	0	0	1.18852066	0	0	0.337029852	0	0	0	0	0	0	0	0	0	0	0	0
alathr[u]	0	0	0	1.18852066	0	0	0.337029852	0	0	0	0	0	0	0	0	0	0	0	0
amet[c]	0	0	0	2.428141685	0	0	0.688550281	0	0	0	0	0	0	0	0	0	0	0	0
amp[c]	0	0	0	6.135733931	0	0	1.718573496	0	0	0	0	0	0	0	0	0	0	0	0
anzp[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
anzp[u]	0	0	0	1927.461034	0	0	546.5718264	0	0	0	0	0	0	0	0	0	0	0	0
apoACP[c]	0	0	0	2.428141685	0	0	0.688550281	0	0	0	0	0	0	0	0	0	0	0	0
arab_L[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
arbt6p[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
arbt[u]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
arg_L[c]	0	0	0	3.103862782	0	0	0.880165109	0	0	0	0	0	0	0	0	0	0	0	0
arg_L[u]	0	0	0	1.38907298	0	0	0.393900651	0	0	0	0	0	0	0	0	0	0	0	0
argsuc[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ascb6p[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
asn_L[c]	0	0	0	2.974746986	0	0	0.843551628	0	0	0	0	0	0	0	0	0	0	0	0
asp_L[c]	0	0	0	4.930377863	0	0	1.398111602	0	0	0	0	0	0	0	0	0	0	0	0
asp_L[u]	0	0	0	3.086472265	0	0	0.875233664	0	0	0	0	0	0	0	0	0	0	0	0
aspsa[c]	0	0	0	1.14E-13	0	0	5.68E-14	0	0	0	0	0	0	0	0	0	0	0	0
athis[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
atp[c]	0	0	0	1833.336862	0	0	788.427153	0	0	0	0	0	0	0	0	0	0	0	0
biomass[c]	0	0	0	117.6958188	0	0	94.52534078	0	0	0	0	0	0	0	0	0	0	0	0
btcoa[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ca2[c]	0	0	0	2.428141685	0	0	0.688550281	0	0	0	0	0	0	0	0	0	0	0	0
ca2[u]	0	0	0	0.037630785	0	0	0.010670995	0	0	0	0	0	0	0	0	0	0	0	0
camp[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
cbasp[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
cbi[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
cbl1[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
cbp[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
cd2[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
cd2[u]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
cdp[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
cdpdaihpdecg[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
cdpdaipdecg[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
cdpdddecg[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
cdpdhdec9eg[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
cdpdhdecg[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
cdpdihdecg[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
cdpdihpdecg[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
cdpdipdecg[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
cdpditdecg[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
cdpdodec11eg[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
cdpdodecg[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
cdpdtdec7eg[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
